subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,link,calibration,duration_s
"6",Chrome,121.0.0.0,1536,864,Windows,en-US,2024-02-08_20:33:52,2024-02-08_21:33:52,2024-02-05_10:57:21,M502766,TYBTHJ-01,https://www.testable.org/experiment/15243/616219/start?participant=M502766&batch_id=TYBTHJ-01,1,552.257

rowNo,type,head,responseType,responseOptions,responseRows,pageBreak,subjectGroup,required,ITI_ms,head_actual,timestamp,response,RT,responseCode
"39",form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure6#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","6","1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>1) ""Premise: An excited, smiling woman stands at a red railing as she holds a boombox to one side. Hypothesis:  An excited, smiling woman stands at a red railing as she holds a camera to one side.""</p><b/>",506876,structural contradiction,486809,"1"
39_2,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure6#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","6","1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>2) ""Premise: An excited, smiling woman stands at a red railing as she holds a boombox to one side. Hypothesis:  An excited, smiling woman stands at a red railing as she holds a parrot to one side.""</p><b/>",506876,structural contradiction,486809,"1"
39_3,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure6#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","6","1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>3) ""Premise: An excited, smiling woman stands at a red railing as she holds a boombox to one side. Hypothesis:  An excited, smiling woman stands at a red railing as she holds a rose to one side.""</p><b/>",506876,structural contradiction,486809,"1"
39_4,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure6#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","6","1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>4) Premise: A lady is kneeling wearing a blue shirt. Hypothesis:  A lady is kneeling wearing a red dress.</p><b/>",506876,other contradiction,486809,"2"
39_5,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure6#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","6","1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>5) Premise: A lady is kneeling wearing a blue shirt. Hypothesis:  A lady is kneeling wearing a red shirt.</p><b/>",506876,structural contradiction,486809,"1"
39_6,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure6#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","6","1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>6)  Premise: The silhouette of three people is in front of a wall. Hypothesis:  The silhouette of three people is behind a wall.</p><b/>",506876,other contradiction,486809,"2"
39_7,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure6#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","6","1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>7) Premise: The silhouette of three people is in front of a wall. Hypothesis:  The silhouette of three people is before a fence.</p><b/>",506876,other contradiction,486809,"2"
39_8,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure6#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","6","1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>8) Premise: The silhouette of three people is in front of a wall. Hypothesis:  The silhouette of a cat is in front of a wall.</p><b/>",506876,other contradiction,486809,"2"
39_9,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure6#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","6","1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>9) Premise: Two people wearing blue clothing are making hand gestures next to one another. Hypothesis:  Two people wearing blue clothing are making hand gestures towards the crowd.</p><b/>",506876,other contradiction,486809,"2"
39_10,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure6#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","6","1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>10) Premise: Two people wearing blue clothing are making hand gestures next to one another. Hypothesis:  Two people wearing blue clothing are making hand gestures at the children.</p><b/>",506876,other contradiction,486809,"2"
39_11,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure6#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","6","1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>11) Premise: A spotted black and white dog splashes in the water. Hypothesis:  A spotted black and white dog splashes in the mud.</p><b/>",506876,structural contradiction,486809,"1"
39_12,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure6#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","6","1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>12) Premise: A spotted black and white dog splashes in the water. Hypothesis:  A spotted black and white dog splashes in the pond.</p><b/>",506876,structural contradiction,486809,"1"
39_13,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure6#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","6","1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>13) ""Premise: A large group, wearing pink shirts, waves to onlookers. Hypothesis:  A large group, wearing pink shirts, waves to the parade march.""</p><b/>",506876,structural contradiction,486809,"1"
39_14,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure6#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","6","1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>14) ""Premise: A large group, wearing pink shirts, waves to onlookers. Hypothesis:  A large group, wearing pink shirts, waves to the sky.""</p><b/>",506876,structural contradiction,486809,"1"
39_15,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure6#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","6","1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>15) ""Premise: A large group, wearing pink shirts, waves to onlookers. Hypothesis:  The large group, wearing pink shirts, waves at the birds.""</p><b/>",506876,structural contradiction,486809,"1"
39_16,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure6#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","6","1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>16) Premise: A baby is playing with a strand of beads. Hypothesis:  A baby is playing with a toy car.</p><b/>",506876,other contradiction,486809,"2"
"40",form,"<b>If you have chosen the option <i>difficult to answer</i> for one of the questions, explain your choice. Put the number of the question and your explanation in the field below (optional). </b>",comment,"","","1","6","",,,506876,NA,486809,NA
"41",form,<b>Thinking of the example in the beginning of the study. How helpful was it?</b>,likert,not helpful; slightly helpful; very helpful;,"",before,"6","1",,,529839,slightly helpful,22418,"2"
