subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,link,calibration,duration_s
"3",Chrome,120.0.0.0,1536,864,Windows,en-US,2024-01-31_10:14:35,2024-01-31_12:14:35,2024-01-30_12:53:32,M635231,TYBDPP-01,https://www.testable.org/experiment/15243/790887/start?participant=M635231&batch_id=TYBDPP-01,0.9,354.958

rowNo,type,head,responseType,responseOptions,responseRows,pageBreak,subjectGroup,required,ITI_ms,head_actual,timestamp,response,RT,responseCode
"15",form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,"<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>1) Premise: A woman wearing an apron inspects a large pot on a table filled with cups, bowls, pots and baskets of assorted size. Hypothesis:  The woman wearing an apron ignored the large pot on a table filled with cups, bowls, pots, and baskets of assorted size.</p></b>",319845,factive contradiction,269306,"1"
15_2,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>2) Premise: A model posing to look as if she's a real female soccer player. Hypothesis: The model is refusing to pretend to be a real female soccer player.</p></b>,319845,other contradiction,269306,"2"
15_3,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>3) Premise: Firemen emerge from a subway station. Hypothesis:  Firemen entered a subway station.</p></b>,319845,factive contradiction,269306,"1"
15_4,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>4) Premise: Exhausted looking firemen are walking. Hypothesis: Exhausted looking firemen are standing still.</p></b>,319845,factive contradiction,269306,"1"
15_5,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>5) Premise: A little boy swims underwater. Hypothesis: The little boy is afraid to swim underwater.</p></b>,319845,other contradiction,269306,"2"
15_6,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>6) Premise: A driver is racing his Ford vehicle on a gravel track. Hypothesis:  A driver is parking his Ford vehicle on a gravel track.</p></b>,319845,factive contradiction,269306,"1"
15_7,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>7) Premise: Three guys and a girl are all jumping in a pool together. Hypothesis:  Three guys and a girl are all sitting around the pool.</p></b>,319845,factive contradiction,269306,"1"
15_8,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,"<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>8) Premise: A little boy underwater in a pool, holding a plastic dinosaur. Hypothesis:  The little boy is in the sandbox playing with his plastic dinosaur.</p></b>",319845,other contradiction,269306,"2"
15_9,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>9) Premise: A little boy swimming underwater with a toy in his hand. Hypothesis: The little boy was afraid to swim with a toy underwater.</p></b>,319845,factive contradiction,269306,"1"
15_10,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>10) Premise: A man wearing a white shirt and hat is riding a bucking horse in a rodeo. Hypothesis:  The man in the white shirt and hat is watching the rodeo from the sidelines.</p></b>,319845,factive contradiction,269306,"1"
15_11,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,"<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>11) Premise: A saddle bronc rider gets lifted out of the saddle, but keeps his grip during his ride. Hypothesis:  The saddle bronc rider lost his grip and fell off during the ride.</p></b>",319845,factive contradiction,269306,"1"
