subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,link,calibration,duration_s
"2",Chrome,121.0.0.0,1920,1080,Windows,es-419,2024-02-08_20:18:46,2024-02-08_16:18:46,2024-02-05_09:33:31,M620650,TYJKDP-01,https://www.testable.org/experiment/15243/386327/start?participant=M620650&batch_id=TYJKDP-01,0.64,383.879

rowNo,type,head,responseType,responseOptions,responseRows,pageBreak,subjectGroup,required,ITI_ms,head_actual,timestamp,response,RT,responseCode
"11",form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk2#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","2","1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>1) ""Premise: Germany is accessible for travelers with disabilities,  Hypothesis:  Germany is not equipped to accommodate travelers with disabilities.""</p><b/>",355339,world knowledge contradiction,273619,"1"
11_2,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk2#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","2","1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>2) ""Premise: China's Shengshan ghost island village fascinates tourists,  Hypothesis:  Shengshan's ghost island village in China is actually uninhabited and inaccessible to tourists.""</p><b/>",355339,world knowledge contradiction,273619,"1"
11_3,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk2#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","2","1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>3) ""Premise: Using Mauritius sugar to make sweet dreams come true.  Hypothesis:  Mauritius is known for its cotton production, not sugar.""</p><b/>",355339,world knowledge contradiction,273619,"1"
11_4,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk2#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","2","1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>4) ""Premise: Storm Ciaran blasts North Sea,  Hypothesis:  Storm Ciaran affects the Mediterranean Sea.""</p><b/>",355339,other contradiction,273619,"2"
11_5,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk2#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","2","1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>5) ""Premise: The Baltic coast borders the Baltic Sea and extends across several countries including Estonia, Latvia, and Lithuania.  Hypothesis:  The Baltic coast is found along the edge of the Black Sea.""</p><b/>",355339,other contradiction,273619,"2"
11_6,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk2#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","2","1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>6) ""Premise: Angela Merkel was the chancellor of Germany from 2005 to 2021,  Hypothesis:  Angela Merkel has never been the chancellor of Germany.""</p><b/>",355339,other contradiction,273619,"2"
11_7,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk2#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","2","1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>7) ""Premise: Germany wants to revamp its immigration system and citizenship laws to make it easier for foreign skilled workers to come to the country and fill job vacancies that are at a record high.,  Hypothesis:  Germany is closing its borders to all foreign workers in an effort to minimize job vacancies.""</p><b/>",355339,world knowledge contradiction,273619,"1"
