subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,link,calibration,duration_s
"5",Chrome,120.0.0.0,385,854,Linux,en-ZA,2024-02-08_20:27:38,2024-02-08_22:27:38,2024-02-06_12:52:09,M819902,TYDHDD-01,https://www.testable.org/experiment/15243/448606/start?participant=M819902&batch_id=TYDHDD-01,1,325.559

rowNo,type,head,responseType,responseOptions,responseRows,pageBreak,subjectGroup,required,ITI_ms,head_actual,timestamp,response,RT,responseCode
"32",form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical5#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","5","1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>1) ""Premise: A man and a woman are standing next to sculptures, talking while another man looks at other sculptures. Hypothesis:  The man and woman are standing by the sculptures in silence, while the second man is ignoring the sculptures.""</p><b/>",299644,lexical contradiction,289374,"1"
32_2,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical5#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","5","1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>2) ""Premise: A man and a woman are standing next to sculptures, talking while another man looks at other sculptures. Hypothesis:  The man and woman are silent, ignoring the artworks while another person is busy sketching.""</p><b/>",299644,lexical contradiction,289374,"1"
32_3,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical5#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","5","1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>3) ""Premise: A man and a woman are standing next to sculptures, talking while another man looks at other sculptures. Hypothesis:  The man and woman are silently observing the sculptures without any interaction, and there is no one else around.""</p><b/>",299644,other contradiction,289374,"2"
32_4,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical5#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","5","1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>4) ""Premise: A man and a woman are standing next to sculptures, talking while another man looks at other sculptures. Hypothesis:  The man and woman are silently observing paintings, giving no attention to nearby sculptures.""</p><b/>",299644,other contradiction,289374,"2"
32_5,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical5#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","5","1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>5) ""Premise: A man and a woman are standing next to sculptures, talking while another man looks at other sculptures. Hypothesis:  The man and woman are separated, silently observing separate works of art while another man wanders out of the gallery.""</p><b/>",299644,difficult to answer,289374,"4"
32_6,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical5#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","5","1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>6) ""Premise: A man and a woman are standing next to sculptures, talking while another man looks at other sculptures. Hypothesis:  The man and woman are isolated, refraining from conversation near the artwork as the other man inspects the same statues.""</p><b/>",299644,other contradiction,289374,"2"
32_7,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical5#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","5","1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>7) Premise: A group of young women in dresses strolling on the sidewalk. Hypothesis:  The group of young women were running in jeans on the road.</p><b/>",299644,lexical contradiction,289374,"1"
32_8,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical5#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","5","1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>8) Premise: A group of young women in dresses strolling on the sidewalk. Hypothesis:  The group of young women are running in sweatsuits on the footpath.</p><b/>",299644,lexical contradiction,289374,"1"
32_9,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical5#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","5","1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>9) Premise: A group of young women in dresses strolling on the sidewalk. Hypothesis:  The young women in pants were running on the jogging track.</p><b/>",299644,lexical contradiction,289374,"1"
32_10,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical5#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","5","1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>10) Premise: A group of young women in dresses strolling on the sidewalk. Hypothesis:  The young women were sprinting in jeans on the track field.</p><b/>",299644,other contradiction,289374,"2"
32_11,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical5#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","5","1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>11) ""Premise: A man wearing a striped top and jeans does a skateboard trick on some steps while a man who is hunched over photographs him. Hypothesis:  The man in the striped shirt and jeans is sitting down, not performing any skateboarding stunts while a person is merely viewing him, with no camera in sight.""</p><b/>",299644,other contradiction,289374,"2"
32_12,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical5#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","5","1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>12) ""Premise: A man wearing a striped top and jeans does a skateboard trick on some steps while a man who is hunched over photographs him. Hypothesis:  The person in jeans and a striped top falls while attempting a skateboard stunt on the stairs, unnoticed by the man next to him.""</p><b/>",299644,lexical contradiction,289374,"1"
