subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,link,calibration,duration_s
"2",Chrome,120.0.0.0,1536,864,Windows,en-US,2024-01-31_10:20:44,2024-01-31_12:20:44,2024-01-30_12:53:32,M081570,TYBDPP-01,https://www.testable.org/experiment/15243/790887/start?participant=M081570&batch_id=TYBDPP-01,1,417.506

rowNo,type,head,responseType,responseOptions,responseRows,pageBreak,subjectGroup,required,ITI_ms,head_actual,timestamp,response,RT,responseCode
"9",form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p>Is the following sentence pair factive contradiction: <b><p> #factives2# </p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","2","1",,"<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p>Is the following sentence pair factive contradiction: <b><p> 1) Premise: Two elderly men are engaging in a conversation with each other, with a snowy scene in the background. Hypothesis: The two old men are refusing to talk with each other, among the snow-covered grass. </p></b>",398897,factive contradiction,149890,"1"
9_2,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p>Is the following sentence pair factive contradiction: <b><p> #factives2# </p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","2","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p>Is the following sentence pair factive contradiction: <b><p> 2) Premise: Two men are standing outside and snow is on the ground. Hypothesis: Two men are sitting inside and there is no snow outside. </p></b>,398897,no contradiction,149890,"3"
9_3,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p>Is the following sentence pair factive contradiction: <b><p> #factives2# </p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","2","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p>Is the following sentence pair factive contradiction: <b><p> 3) Premise: Two older men in coats are standing outside. Hypothesis: Two older men in coats are sitting outside. </p></b>,398897,factive contradiction,149890,"1"
9_4,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p>Is the following sentence pair factive contradiction: <b><p> #factives2# </p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","2","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p>Is the following sentence pair factive contradiction: <b><p> 4) Premise: A gentleman in a purple scarf and hat is looking at money while holding an accordion. Hypothesis: A man in a purple scarf and hat is ignoring the money while playing an accordion. </p></b>,398897,difficult to answer,149890,"4"
9_5,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p>Is the following sentence pair factive contradiction: <b><p> #factives2# </p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","2","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p>Is the following sentence pair factive contradiction: <b><p> 5) Premise: A BMX biker jumps over a ravine. Hypothesis: The BMX biker avoids jumping over the ravine. </p></b>,398897,factive contradiction,149890,"1"
9_6,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p>Is the following sentence pair factive contradiction: <b><p> #factives2# </p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","2","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p>Is the following sentence pair factive contradiction: <b><p> 6) Premise: A BMX biker jumps over a ravine. Hypothesis: The BMX biker fails to jump over the ravine. </p></b>,398897,no contradiction,149890,"3"
9_7,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p>Is the following sentence pair factive contradiction: <b><p> #factives2# </p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","2","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p>Is the following sentence pair factive contradiction: <b><p> 7) Premise: A white bike is tied to a street sign. Hypothesis: A white bike is freely standing by a street sign. </p></b>,398897,factive contradiction,149890,"1"
9_8,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p>Is the following sentence pair factive contradiction: <b><p> #factives2# </p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","2","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p>Is the following sentence pair factive contradiction: <b><p> 8) Premise: A white bike is leaning against a post. Hypothesis:  The white bike is standing upright without any support. </p></b>,398897,factive contradiction,149890,"1"
9_9,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p>Is the following sentence pair factive contradiction: <b><p> #factives2# </p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","2","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p>Is the following sentence pair factive contradiction: <b><p> 9) Premise: The boy locked the cycle and went away. Hypothesis: The boy unlocked the cycle before leaving. </p></b>,398897,no contradiction,149890,"3"
