subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,link,calibration,duration_s
"3",Chrome,109.0.0.0,1920,1080,Windows,el-GR,2024-01-31_10:20:33,2024-01-31_12:20:33,2024-01-30_12:53:32,M024814,TYBDPP-01,https://www.testable.org/experiment/15243/790887/start?participant=M024814&batch_id=TYBDPP-01,0.62,306.481

rowNo,type,head,responseType,responseOptions,responseRows,pageBreak,subjectGroup,required,ITI_ms,head_actual,timestamp,response,RT,responseCode
"15",form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,"<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>1) Premise: A woman wearing an apron inspects a large pot on a table filled with cups, bowls, pots and baskets of assorted size. Hypothesis:  The woman wearing an apron ignored the large pot on a table filled with cups, bowls, pots, and baskets of assorted size.</p></b>",274302,factive contradiction,146124,"1"
15_2,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>2) Premise: A model posing to look as if she's a real female soccer player. Hypothesis: The model is refusing to pretend to be a real female soccer player.</p></b>,274302,factive contradiction,146124,"1"
15_3,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>3) Premise: Firemen emerge from a subway station. Hypothesis:  Firemen entered a subway station.</p></b>,274302,other contradiction,146124,"2"
15_4,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>4) Premise: Exhausted looking firemen are walking. Hypothesis: Exhausted looking firemen are standing still.</p></b>,274302,other contradiction,146124,"2"
15_5,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>5) Premise: A little boy swims underwater. Hypothesis: The little boy is afraid to swim underwater.</p></b>,274302,factive contradiction,146124,"1"
15_6,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>6) Premise: A driver is racing his Ford vehicle on a gravel track. Hypothesis:  A driver is parking his Ford vehicle on a gravel track.</p></b>,274302,factive contradiction,146124,"1"
15_7,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>7) Premise: Three guys and a girl are all jumping in a pool together. Hypothesis:  Three guys and a girl are all sitting around the pool.</p></b>,274302,other contradiction,146124,"2"
15_8,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,"<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>8) Premise: A little boy underwater in a pool, holding a plastic dinosaur. Hypothesis:  The little boy is in the sandbox playing with his plastic dinosaur.</p></b>",274302,other contradiction,146124,"2"
15_9,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>9) Premise: A little boy swimming underwater with a toy in his hand. Hypothesis: The little boy was afraid to swim with a toy underwater.</p></b>,274302,factive contradiction,146124,"1"
15_10,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>10) Premise: A man wearing a white shirt and hat is riding a bucking horse in a rodeo. Hypothesis:  The man in the white shirt and hat is watching the rodeo from the sidelines.</p></b>,274302,factive contradiction,146124,"1"
15_11,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,"<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>11) Premise: A saddle bronc rider gets lifted out of the saddle, but keeps his grip during his ride. Hypothesis:  The saddle bronc rider lost his grip and fell off during the ride.</p></b>",274302,no contradiction,146124,"3"
15_12,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>12) Premise: A woman with a straw hat is working on a strange machine with coconuts at her side. Hypothesis:  A woman with a straw hat is incapable of operating the strange machine with coconuts at her side.</p></b>,274302,factive contradiction,146124,"1"
15_13,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>13) Premise: A woman with a straw hat is working on a strange machine with coconuts at her side. Hypothesis: A woman with a straw hat is resting besides a strange machine void of any coconuts.</p></b>,274302,other contradiction,146124,"2"
15_14,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>14) Premise: A man wearing a rice hat is shucking corn using a corn shucker and is surrounded by trees. Hypothesis:  A man wearing a rice hat is planting corn in an open field.</p></b>,274302,other contradiction,146124,"2"
15_15,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives3#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","3","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>15) Premise: A man wearing a rice hat is shucking corn using a corn shucker and is surrounded by trees. Hypothesis: A man wearing a rice hat failed to shuck corn in the forest.</p></b>,274302,factive contradiction,146124,"1"
"16",form,"<b>If you have chosen the option <i>difficult to answer</i> for one of the questions, explain your choice. Put the number of the question and your explanation in the field below (optional). </b>",comment,"","","1","3","",,,274302,NA,146124,NA
"17",form,<b>Thinking of the example in the beginning of the study. How helpful was it?</b>,likert,not helpful; slightly helpful; very helpful;,"",before,"3","1",,,290694,very helpful,15787,"3"
"18",form,<b>Thinking of definition of the factive contradiction. How clear was it?</b>,likert,not clear; almost clear; clear;,"","","3","1",,,290694,clear,15787,"3"
"19",form,<b> Thinking of the sentence pairs in the questions. How clear were those?</b>,likert,never clear; sometimes clear; almost always clear; always clear;,"","1","3","1",,,290694,sometimes clear,15787,"2"
