subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,link,calibration,duration_s
"2",Chrome,103.0.0.0,1366,768,UNIX,en-GB,2024-02-13_21:27:19,2024-02-13_21:27:19,2024-02-13_21:25:21,M628682,TYFJTK-01,https://www.testable.org/experiment/15243/689963/start?participant=M628682&batch_id=TYFJTK-01,0.95,479.474

rowNo,type,head,responseType,responseOptions,responseRows,pageBreak,subjectGroup,required,ITI_ms,head_actual,timestamp,response,RT,responseCode
"11",form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure5#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:2,"1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>1) Premise: A white dog runs along a rocky shoreline. Hypothesis:  A white dog runs across the sandy beach.</p><b/>",443822,structural contradiction,244691,"1"
11_2,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure5#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:2,"1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>2) Premise: A white dog runs along a rocky shoreline. Hypothesis:  A white dog runs along a grassy hillside.</p><b/>",443822,structural contradiction,244691,"1"
11_3,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure5#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:2,"1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>3) Premise: A baseball player is putting all his might in to throwing a ball. Hypothesis:  A baseball player is putting all his might into swinging a bat.</p><b/>",443822,structural contradiction,244691,"1"
11_4,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure5#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:2,"1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>4) Premise: A baseball player is putting all his might into throwing a ball. Hypothesis:  A baseball player is putting all his might into catching a ball.</p><b/>",443822,structural contradiction,244691,"1"
11_5,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure5#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:2,"1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>5) Premise: A baseball player is putting all his might in to throwing a ball. Hypothesis:  A baseball player is putting all his might into throwing a bat.</p><b/>",443822,structural contradiction,244691,"1"
11_6,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure5#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:2,"1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>6) Premise: Cheerleaders are on the field cheering. Hypothesis:  Cheerleaders are on the field cheering for themselves.</p><b/>",443822,other contradiction,244691,"2"
11_7,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure5#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:2,"1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>7) Premise: Cheerleaders are on the field cheering. Hypothesis:  Cheerleaders are cheering towards the crowd on the field.</p><b/>",443822,no contradiction,244691,"3"
