subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,link,calibration,duration_s
"2",Chrome,121.0.0.0,1920,1080,Windows,es-VE,2024-02-13_21:27:31,2024-02-13_17:27:31,2024-02-13_18:46:22,M079990,TYTFTQ-01,https://www.testable.org/experiment/15243/919418/start?participant=M079990&batch_id=TYTFTQ-01,1,111.988

rowNo,type,head,responseType,responseOptions,responseRows,pageBreak,subjectGroup,required,ITI_ms,head_actual,timestamp,response,RT,responseCode
"11",form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical1#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:2,"1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>1) Premise: A person on a horse jumps over a broken down airplane. Hypothesis:  A person on a horse crashes into an intact airplane.</p><b/>",91047,other contradiction,82702,"2"
11_2,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical1#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:2,"1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>2) Premise: Children smiling and waving at camera Hypothesis:  Children are crying and turning away from the camera.</p><b/>",91047,difficult to answer,82702,"4"
11_3,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical1#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:2,"1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>3) Premise: A boy is jumping on a skateboard in the middle of a red bridge. Hypothesis:  The boy is sitting still with his skateboard at the edge of the bridge.</p><b/>",91047,lexical contradiction,82702,"1"
11_4,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical1#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:2,"1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>4) ""Premise: An older man sits with his orange juice at a small table in a coffee shop while employees in bright colored shirts smile in the background. Hypothesis:  The elderly man stands without any drink on a large platform in a coffee shop, ignored by the staff dressed in dull uniforms.""</p><b/>",91047,other contradiction,82702,"2"
11_5,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical1#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:2,"1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>5) Premise: Two blond women are hugging one another. Hypothesis:  The two blond women are keeping distance from each other.</p><b/>",91047,other contradiction,82702,"2"
11_6,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical1#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:2,"1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>6) ""Premise: A few people in a restaurant setting, one of them is drinking orange juice. Hypothesis:  None of the people at the restaurant are consuming any beverages.""</p><b/>",91047,lexical contradiction,82702,"1"
11_7,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical1#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:2,"1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>7) Premise: An older man is drinking orange juice at a restaurant. Hypothesis:  The old man is munching on a burger in the same eatery.</p><b/>",91047,no contradiction,82702,"3"
