subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,link,calibration,duration_s
"4",Chrome,120.0.0.0,1440,900,MacOS,en-GB,2024-01-31_10:14:35,2024-01-31_10:14:35,2024-01-30_12:53:32,M106707,TYBDPP-01,https://www.testable.org/experiment/15243/790887/start?participant=M106707&batch_id=TYBDPP-01,1.1,412.356

rowNo,type,head,responseType,responseOptions,responseRows,pageBreak,subjectGroup,required,ITI_ms,head_actual,timestamp,response,RT,responseCode
"21",form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives4#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","4","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>1) Premise: A woman wearing a Chinese straw hat is operating some sort of stainless steel machine in what appears to be a park. Hypothesis: The woman in a Chinese straw hat is failing to operate the stainless steel machine in the park.</p></b>,386495,factive contradiction,332522,"1"
21_2,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives4#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","4","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>2) Premise: A woman on the side of a street is making food on her cart. Hypothesis:  The woman on the side of the street is buying food from a cart.</p></b>,386495,no contradiction,332522,"3"
21_3,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives4#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","4","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>3) Premise: A woman on the side of a street is making food on her cart. Hypothesis: The woman on the sidewalk has stopped preparing meals on her cart.</p></b>,386495,no contradiction,332522,"3"
21_4,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives4#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","4","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>4) Premise: A woman on the side of a street is making food on her cart. Hypothesis:  The woman on the sidewalk is refusing to cook food on her cart.</p></b>,386495,no contradiction,332522,"3"
21_5,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives4#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","4","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>5) Premise: A man in blue shorts and without a shirt is jogging down the road while listening to his iPod. Hypothesis:  The man in blue shorts and without a shirt is sleeping while listening to his iPod.</p></b>,386495,factive contradiction,332522,"1"
21_6,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives4#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","4","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>6) Premise: Women exercising one woman has a green mat and black outfit on. Hypothesis: Woman napping with a green mat and black outfit on.</p></b>,386495,factive contradiction,332522,"1"
21_7,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives4#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","4","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>7) Premise: Women exercising one woman has a green mat and black outfit on. Hypothesis:  The woman in the gym has refrained from exercising with a green mat and is not wearing a black outfit.</p></b>,386495,no contradiction,332522,"3"
21_8,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives4#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","4","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>8) Premise: Students practicing yoga in a class setting. Hypothesis: Students are prohibited from practicing yoga in class.</p></b>,386495,factive contradiction,332522,"1"
21_9,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives4#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","4","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>9) Premise: Students practicing yoga in a class setting. Hypothesis: Students are avoiding yoga in a class setting.</p></b>,386495,factive contradiction,332522,"1"
21_10,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives4#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","4","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>10) Premise: People are stretching on yoga mats. Hypothesis:  People are munching on yoga mats.</p></b>,386495,other contradiction,332522,"2"
21_11,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives4#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","4","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>11) Premise: A motorcyclist is performing while two men watch. Hypothesis: The motorcyclist is refusing to perform in front of two spectators.</p></b>,386495,factive contradiction,332522,"1"
21_12,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives4#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","4","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>12) Premise: A motorcyclist is performing while two men watch. Hypothesis: The motorcyclist is failing to perform as nobody is watching.</p></b>,386495,factive contradiction,332522,"1"
21_13,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives4#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","4","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>13) Premise: A motorcyclist is performing while two men watch. Hypothesis: The two men ignored the performance of the motorcyclist.</p></b>,386495,factive contradiction,332522,"1"
21_14,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives4#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","4","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>14) Premise: The young man is waiting with others on the sidewalk. Hypothesis: The young man is dancing with others on the sidewalk.</p></b>,386495,no contradiction,332522,"3"
21_15,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives4#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","4","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>15) Premise: The young man is waiting with others on the sidewalk. Hypothesis: The young man is leaving the group on the sidewalk.</p></b>,386495,difficult to answer,332522,"4"
21_16,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives4#</p></b>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","4","1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>16) Premise: A man in a green shirt holds out a clipboard for a woman in pink's attention. Hypothesis: A man in a green shirt forgets to hold out a clipboard for a woman in pink's attention.</p></b>,386495,factive contradiction,332522,"1"
"22",form,"<b>If you have chosen the option <i>difficult to answer</i> for one of the questions, explain your choice. Put the number of the question and your explanation in the field below (optional). </b>",comment,"","","1","4","",,,386495,15) It could be the young man is just on the point of leaving,332522,NA
"23",form,<b>Thinking of the example in the beginning of the study. How helpful was it?</b>,likert,not helpful; slightly helpful; very helpful;,"",before,"4","1",,,399691,slightly helpful,12665,"2"
"24",form,<b>Thinking of definition of the factive contradiction. How clear was it?</b>,likert,not clear; almost clear; clear;,"","","4","1",,,399691,almost clear,12665,"2"
