subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,link,calibration,duration_s
"4",Chrome,121.0.0.0,1280,720,Windows,en-US,2024-02-13_21:27:47,2024-02-13_16:27:47,2024-02-13_21:25:21,M058150,TYFJTK-01,https://www.testable.org/experiment/15243/689963/start?participant=M058150&batch_id=TYFJTK-01,1.16,953.292

rowNo,type,head,responseType,responseOptions,responseRows,pageBreak,subjectGroup,required,ITI_ms,head_actual,timestamp,response,RT,responseCode
"25",form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical6#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:4,"1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>1) Premise: One biker is running with their bike while another is riding around them. Hypothesis:  Both bikers are currently riding their bikes.</p><b/>",767809,no contradiction,623227,"3"
25_2,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical6#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:4,"1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>2) Premise: One biker is running with their bike while another is riding around them. Hypothesis:  Both bikers are actively riding their bikes in a straight line.</p><b/>",767809,lexical contradiction,623227,"1"
25_3,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical6#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:4,"1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>3) Premise: One biker is running with their bike while another is riding around them. Hypothesis:  Both bikers are actively riding their bikes in different directions.</p><b/>",767809,lexical contradiction,623227,"1"
25_4,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical6#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:4,"1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>4) ""Premise: Two people with bicycles, one in front running with a bike and one in back riding. Hypothesis:  Both individuals are leisurely walking with their bicycles side by side.""</p><b/>",767809,lexical contradiction,623227,"1"
25_5,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical6#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:4,"1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>5) ""Premise: Two people with bicycles, one in front running with a bike and one in back riding. Hypothesis:  Both individuals are sharing one bicycle, with one pedaling and the other resting.""</p><b/>",767809,lexical contradiction,623227,"1"
25_6,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical6#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:4,"1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>6) ""Premise: Two people with bicycles, one in front running with a bike and one in back riding. Hypothesis:  Both individuals are walking together, carrying their bikes.""</p><b/>",767809,lexical contradiction,623227,"1"
25_7,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical6#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:4,"1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>7) ""Premise: Two people with bicycles, one in front running with a bike and one in back riding. Hypothesis:  Both people are leisurely walking while holding their bikes.""</p><b/>",767809,lexical contradiction,623227,"1"
