subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,link,calibration,duration_s
"3",Chrome,121.0.0.0,1536,864,Windows,en-GB,2024-02-15_12:52:18,2024-02-15_12:52:18,2024-02-15_12:25:20,M813935,TYTQHF-01,https://www.testable.org/experiment/15243/639227/start?participant=M813935&batch_id=TYTQHF-01,0.86,496.856

rowNo,type,head,responseType,responseOptions,responseRows,pageBreak,subjectGroup,required,ITI_ms,head_actual,timestamp,response,RT,responseCode
"18",form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk7#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>1) ""Premise: Antibiotic resistance in children is on the rise.,  Hypothesis:  Antibiotic resistance in children is declining.""</p><b/>",460215,other contradiction,363370,"2"
18_2,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk7#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>2) ""Premise: International Space Station: 25 years of a safe space,  Hypothesis:  The International Space Station has been in operation for only 10 years.""</p><b/>",460215,world knowledge contradiction,363370,"1"
18_3,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk7#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>3) Premise: Men tend to have a shorter life expectancy than women.  Hypothesis:  Women typically die younger than men.</p><b/>,460215,other contradiction,363370,"2"
18_4,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk7#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>4) ""Premise: Jollof rice is a popular dish in West Africa.,  Hypothesis:  Jollof rice is a traditional dish exclusive to Latin America.""</p><b/>",460215,other contradiction,363370,"2"
18_5,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk7#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>5) ""Premise: The official language of the United States is English.,  Hypothesis:  The official language of the United States is Spanish.""</p><b/>",460215,world knowledge contradiction,363370,"1"
18_6,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk7#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>6) ""Premise: Charles Darwin is recognized for his significant contributions to the theory of evolution.,  Hypothesis:  Charles Darwin is celebrated for his contributions to quantum physics.""</p><b/>",460215,world knowledge contradiction,363370,"1"
18_7,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk7#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>7) ""Premise: The Statue of Liberty was a gift from France to the United States.,  Hypothesis:  The Statue of Liberty was a gift from Spain to the United States.""</p><b/>",460215,world knowledge contradiction,363370,"1"
