subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,link,calibration,duration_s
"3",Chrome,121.0.0.0,1536,864,Windows,en-GB,2024-02-15_12:52:08,2024-02-15_18:22:08,2024-02-15_12:25:20,M075684,TYTQHF-01,https://www.testable.org/experiment/15243/639227/start?participant=M075684&batch_id=TYTQHF-01,0.98,681.573

rowNo,type,head,responseType,responseOptions,responseRows,pageBreak,subjectGroup,required,ITI_ms,head_actual,timestamp,response,RT,responseCode
"18",form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk7#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>1) ""Premise: Antibiotic resistance in children is on the rise.,  Hypothesis:  Antibiotic resistance in children is declining.""</p><b/>",617757,world knowledge contradiction,325993,"1"
18_2,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk7#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>2) ""Premise: International Space Station: 25 years of a safe space,  Hypothesis:  The International Space Station has been in operation for only 10 years.""</p><b/>",617757,world knowledge contradiction,325993,"1"
18_3,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk7#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>3) Premise: Men tend to have a shorter life expectancy than women.  Hypothesis:  Women typically die younger than men.</p><b/>,617757,world knowledge contradiction,325993,"1"
18_4,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk7#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>4) ""Premise: Jollof rice is a popular dish in West Africa.,  Hypothesis:  Jollof rice is a traditional dish exclusive to Latin America.""</p><b/>",617757,other contradiction,325993,"2"
18_5,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk7#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>5) ""Premise: The official language of the United States is English.,  Hypothesis:  The official language of the United States is Spanish.""</p><b/>",617757,world knowledge contradiction,325993,"1"
18_6,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk7#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>6) ""Premise: Charles Darwin is recognized for his significant contributions to the theory of evolution.,  Hypothesis:  Charles Darwin is celebrated for his contributions to quantum physics.""</p><b/>",617757,world knowledge contradiction,325993,"1"
18_7,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk7#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>7) ""Premise: The Statue of Liberty was a gift from France to the United States.,  Hypothesis:  The Statue of Liberty was a gift from Spain to the United States.""</p><b/>",617757,world knowledge contradiction,325993,"1"
18_8,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk7#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>8) ""Premise: The Eiffel Tower is located in Paris, France.  Hypothesis:  The Eiffel Tower is found in Tokyo, Japan.""</p><b/>",617757,world knowledge contradiction,325993,"1"
18_9,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk7#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>9) Premise: Bundestag is the national parliament of Germany.  Hypothesis:  Bundestag is the national parliament of France.</p><b/>,617757,other contradiction,325993,"2"
18_10,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk7#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>10) ""Premise: Heavy flooding caused significant damage in the downtown area,  Hypothesis:  The downtown area remained unscathed despite the heavy flooding.""</p><b/>",617757,other contradiction,325993,"2"
18_11,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk7#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>11) ""Premise: There was heavy flooding in Central China in July, 2020.,  Hypothesis:  There was a severe drought in Central China in July, 2020.""</p><b/>",617757,other contradiction,325993,"2"
18_12,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk7#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>12) ""Premise: Severe storms often produce heavy rain, high winds, lightning, and sometimes hail.  Hypothesis:  Severe storms never produce high winds, but only sunshine.""</p><b/>",617757,world knowledge contradiction,325993,"1"
18_13,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk7#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>13) ""Premise: Severe storms typically occur in association with areas of low atmospheric pressure.,  Hypothesis:  Severe storms are exclusively associated with areas of high atmospheric pressure.""</p><b/>",617757,world knowledge contradiction,325993,"1"
18_14,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk7#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>14) Premise: Record heat waves occurred globally in the summer of 2021.  Hypothesis:  The summer of 2021 experienced exceptionally cold weather worldwide.</p><b/>,617757,other contradiction,325993,"2"
18_15,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk7#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>15) ""Premise: Extreme weather is on the rise due to climate change.,  Hypothesis:  Climate change has no influence on the frequency of extreme weather events.""</p><b/>",617757,world knowledge contradiction,325993,"1"
18_16,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk7#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>16) ""Premise: The Salmon run is the time when salmon, which have migrated from the ocean, swim to the upper reaches of rivers where they spawn on gravel beds. Hypothesis:  Salmon spawn in the ocean and migrate to rivers after reproduction.""</p><b/>",617757,difficult to answer,325993,"4"
"19",form,"<b>If you have chosen the option <i>difficult to answer</i> for one of the questions, explain your choice. Put the number of the question and your explanation in the field below (optional). </b>",comment,"","","1",nsg:3,"",,,617757,"16. I don't have knowledge of this topic so choose option ""Difficult to answer"" for that question.",325993,NA
"20",form,<b>Thinking of the example in the beginning of the study. How helpful was it?</b>,likert,not helpful; slightly helpful; very helpful;,"",before,nsg:3,"1",,,649925,very helpful,31648,"3"
"21",form,<b>Thinking of definition of the factive contradiction. How clear was it?</b>,likert,not clear; almost clear; clear;,"","",nsg:3,"1",,,649925,almost clear,31648,"2"
"22",form,<b> Thinking of the sentence pairs in the questions. How clear were those?</b>,likert,never clear; sometimes clear; almost always clear; always clear;,"","1",nsg:3,"1",,,649925,almost always clear,31648,"3"
