subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,link,calibration,duration_s
"3",Chrome,121.0.0.0,1440,900,Windows,es,2024-02-13_21:30:43,2024-02-13_17:30:43,2024-02-13_18:46:22,M817418,TYTFTQ-01,https://www.testable.org/experiment/15243/919418/start?participant=M817418&batch_id=TYTFTQ-01,0.88,1362.876

rowNo,type,head,responseType,responseOptions,responseRows,pageBreak,subjectGroup,required,ITI_ms,head_actual,timestamp,response,RT,responseCode
"18",form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical8#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>1) Premise: Many people relax in the yard. Hypothesis:  Everyone is busy working in the yard.</p><b/>",1321663,lexical contradiction,1233632,"1"
18_2,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical8#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>2) Premise: Many people relax in the yard. Hypothesis:  Everyone is busy indoors.</p><b/>",1321663,lexical contradiction,1233632,"1"
18_3,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical8#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>3) Premise: Many people relax in the yard. Hypothesis:  No one is spending time in the garden.</p><b/>",1321663,lexical contradiction,1233632,"1"
18_4,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical8#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>4) Premise: A car is sinking in water. Hypothesis:  The car is floating on the surface of the water.</p><b/>",1321663,lexical contradiction,1233632,"1"
18_5,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical8#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>5) Premise: A man wearing black is playing an electric guitar at a concert. Hypothesis:  The man in black stopped performing with the acoustic guitar halfway through the concert.</p><b/>",1321663,lexical contradiction,1233632,"1"
18_6,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical8#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>6) Premise: A man wearing black is playing an electric guitar at a concert. Hypothesis:  The man in black is attending the concert without any musical instrument.</p><b/>",1321663,lexical contradiction,1233632,"1"
18_7,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical8#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>7) Premise: A man with wild hair rocks a show playing a guitar center stage. Hypothesis:  The man with wild hair is sitting quietly on the sidelines without any musical instrument.</p><b/>",1321663,lexical contradiction,1233632,"1"
18_8,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical8#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>8) Premise: A woman and child are on a trolley car labeled Powell and Market and Bay and Taylor. Hypothesis:  The woman and kid are exploring the playground at Powell and Market and Bay and Taylor.</p><b/>",1321663,lexical contradiction,1233632,"1"
18_9,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical8#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>9) Premise: A woman and child are on a trolley car labeled Powell and Market and Bay and Taylor. Hypothesis:  The woman and child are aboard a ferry named Alcatraz and Embarcadero.</p><b/>",1321663,lexical contradiction,1233632,"1"
18_10,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical8#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:3,"1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>10) Premise: A woman and child are on a trolley car labeled Powell and Market and Bay and Taylor. Hypothesis:  The woman and child are outside a bus marked with Powell and Market and Bay and Taylor.</p><b/>",1321663,lexical contradiction,1233632,"1"
